Prod. year,Cylinders,Airbags,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Drive wheels,Doors,Wheel,Color
2010,6.0,12,1324,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,226198 km,Automatic,4x4,04-May,Left wheel,Green
2011,4.0,4,645,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,171960 km,Automatic,Front,04-May,Left wheel,White
2015,6.0,12,1273,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,79080 km,Automatic,4x4,04-May,Left wheel,Grey
2012,4.0,0,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,208627 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,8,697,HONDA,Hr-v EX,Jeep,No,Petrol,1.8,33330 km,Automatic,4x4,04-May,Left wheel,Grey
2017,4.0,4,784,HONDA,Civic,Coupe,Yes,Petrol,1.5,19217 km,Automatic,Front,04-May,Left wheel,Blue
1997,4.0,2,-,TOYOTA,RAV 4,Jeep,No,Petrol,2,140000 km,Manual,4x4,04-May,Left wheel,Green
2015,8.0,8,-,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,7520 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,4,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,105743 km,Automatic,Front,04-May,Left wheel,White
2012,4.0,10,781,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,98000 km,Tiptronic,Front,04-May,Left wheel,Black
2008,4.0,8,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,167000 km,Variator,Front,04-May,Left wheel,Blue
2008,4.0,8,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,154000 km,Tiptronic,Front,04-May,Left wheel,White
1999,4.0,2,-,FORD,Transit,Microbus,No,Diesel,2.5 Turbo,136000 km,Manual,Rear,04-May,Left wheel,White
2015,4.0,12,934,NISSAN,Rogue,Jeep,Yes,Petrol,2.5,76885 km,Automatic,4x4,04-May,Left wheel,Black
2016,4.0,4,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,83814 km,Automatic,Front,04-May,Left wheel,Black
2002,6.0,10,-,MERCEDES-BENZ,E 240,Universal,No,Petrol,2.4,20000 km,Automatic,Rear,04-May,Left wheel,Green
2013,4.0,12,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549 km,Automatic,Front,04-May,Left wheel,Black
2014,8.0,0,1356,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,146218 km,Automatic,4x4,04-May,Left wheel,Black
2013,4.0,4,751,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,97907 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,8,584,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,152000 km,Automatic,Front,04-May,Left wheel,White
2009,4.0,4,1624,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,82343 km,Automatic,Front,04-May,Left wheel,White
1998,4.0,1,-,OPEL,Combo,Goods wagon,No,Diesel,1.7 Turbo,0 km,Manual,Front,02-Mar,Left wheel,White
2001,4.0,4,-,NISSAN,X-Trail,Jeep,Yes,Petrol,2,270000 km,Automatic,4x4,04-May,Right-hand drive,Silver
2015,4.0,0,765,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2,159928 km,Automatic,Front,04-May,Left wheel,Black
2003,8.0,10,-,MERCEDES-BENZ,S 430,Sedan,Yes,Petrol,4.3,240000 km,Tiptronic,4x4,04-May,Left wheel,Carnelian red
2013,6.0,12,1083,CADILLAC,SRX,Jeep,Yes,Petrol,3.6,126043 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,0,765,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2,37786 km,Automatic,4x4,04-May,Left wheel,White
2013,4.0,8,502,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,145000 km,Variator,Front,04-May,Left wheel,Sky blue
2011,6.0,12,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,196800 km,Tiptronic,4x4,04-May,Left wheel,Grey
2015,6.0,12,1273,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,79080 km,Automatic,4x4,04-May,Left wheel,Grey
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,30258 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,8,-,VOLKSWAGEN,Jetta,Sedan,Yes,Hybrid,1.8,1000 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,12,765,SUBARU,XV,Jeep,Yes,Petrol,2,70829 km,Automatic,4x4,04-May,Left wheel,Black
2014,8.0,12,1356,MERCEDES-BENZ,ML 550,Jeep,Yes,Petrol,4.6,229966 km,Automatic,4x4,04-May,Left wheel,Black
2015,4.0,4,697,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,75000 km,Automatic,Front,04-May,Left wheel,Red
2017,4.0,0,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,125358 km,Automatic,Front,04-May,Left wheel,Grey
2012,6.0,6,-,DODGE,Challenger,Coupe,No,Petrol,3.6,112000 km,Tiptronic,Rear,02-Mar,Left wheel,Grey
2010,6.0,10,1211,BMW,328,Coupe,Yes,Petrol,3,10000 km,Tiptronic,Rear,04-May,Left wheel,Black
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,256355 km,Automatic,Front,04-May,Left wheel,Silver
2014,6.0,12,-,FORD,C-MAX,Sedan,Yes,Hybrid,2,254455 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,4,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2,376356 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,12,-,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,217600 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,12,1202,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,130678 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,12,779,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,202994 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,4,629,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,39712 km,Automatic,Front,04-May,Left wheel,Red
2005,8.0,10,-,BMW,545,Sedan,Yes,Petrol,4.4,220000 km,Tiptronic,Rear,04-May,Left wheel,White
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,35874 km,Automatic,4x4,04-May,Left wheel,Black
2009,4.0,4,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,117685 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,10,2056,SUBARU,Outback,Jeep,Yes,Petrol,2.5,110000 km,Automatic,4x4,04-May,Right-hand drive,Black
2015,4.0,0,382,FORD,Fusion,Sedan,Yes,Hybrid,2,91760 km,Automatic,Front,04-May,Left wheel,Black
2000,6.0,2,-,MITSUBISHI,Delica,Minivan,Yes,Petrol,3,195000 km,Automatic,4x4,04-May,Right-hand drive,White
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,317106 km,Automatic,Front,04-May,Left wheel,Silver
2013,4.0,4,-,FIAT,500 Abarth,Coupe,No,Petrol,1.4 Turbo,142000 km,Manual,Front,02-Mar,Left wheel,White
2015,8.0,0,1646,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,102907 km,Automatic,4x4,04-May,Left wheel,Black
2008,4.0,7,-,HONDA,FIT,Sedan,No,Petrol,1.3,180000 km,Automatic,Rear,04-May,Right-hand drive,Black
2008,6.0,12,1750,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,287274 km,Automatic,4x4,04-May,Left wheel,White
2010,8.0,12,1885,PORSCHE,Cayenne,Jeep,Yes,Petrol,4.8,134864 km,Automatic,4x4,04-May,Left wheel,White
2010,4.0,0,761,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,555 km,Tiptronic,Front,04-May,Left wheel,White
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,590934 km,Automatic,Front,04-May,Left wheel,Orange
2011,4.0,4,707,HYUNDAI,Sonata,Sedan,Yes,LPG,2,61208 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,69191 km,Automatic,Front,04-May,Left wheel,White
2018,4.0,12,1079,HYUNDAI,Elantra,Sedan,Yes,Petrol,2,30333 km,Automatic,Front,04-May,Left wheel,Grey
1999,5.0,6,-,MERCEDES-BENZ,E 270,Sedan,No,Diesel,2.7 Turbo,370000 km,Tiptronic,Rear,04-May,Left wheel,Silver
2010,4.0,8,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,1000 km,Tiptronic,Front,04-May,Left wheel,Silver
2014,4.0,0,-,KIA,SOUL,Sedan,No,Petrol,1.6,115000 km,Automatic,Front,04-May,Left wheel,Brown
2014,6.0,12,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,146395 km,Automatic,Rear,04-May,Left wheel,Grey
2006,4.0,6,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,252800 km,Automatic,Front,04-May,Left wheel,Silver
2017,4.0,12,579,TOYOTA,Avalon LIMITED,Sedan,Yes,Hybrid,2.5,57200 km,Tiptronic,Front,04-May,Left wheel,Carnelian red
2016,4.0,4,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,33261 km,Automatic,Front,04-May,Left wheel,White
1997,4.0,6,-,MITSUBISHI,Pajero,Jeep,No,Petrol,2.4,142000 km,Automatic,4x4,02-Mar,Left wheel,Blue
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,50930 km,Automatic,Rear,04-May,Left wheel,Black
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,4,1024,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,149218 km,Automatic,Front,04-May,Left wheel,Silver
2008,8.0,0,2455,LEXUS,GX 470,Jeep,Yes,Petrol,4.7,263190 km,Automatic,4x4,04-May,Left wheel,White
2005,4.0,8,-,AUDI,A3,Sedan,No,Diesel,2.0 Turbo,22200 km,Tiptronic,Front,04-May,Left wheel,Beige
2014,6.0,0,915,AUDI,A7,Hatchback,Yes,Petrol,3,191373 km,Automatic,4x4,04-May,Left wheel,Grey
2011,6.0,12,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,220323 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,12,528,MINI,Countryman,Jeep,Yes,Petrol,1.6 Turbo,51700 km,Tiptronic,Front,04-May,Left wheel,Red
2005,4.0,2,-,MERCEDES-BENZ,Vito,Goods wagon,No,Diesel,2.2 Turbo,282000 km,Manual,Rear,02-Mar,Left wheel,White
2019,4.0,10,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2,17600 km,Variator,Front,04-May,Left wheel,Grey
2012,4.0,0,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,243051 km,Automatic,Front,04-May,Left wheel,White
2008,4.0,8,1246,FORD,Escape,Jeep,No,Hybrid,2.3,164470 km,Automatic,4x4,04-May,Left wheel,Green
2014,4.0,0,749,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,76566 km,Automatic,Front,04-May,Left wheel,Grey
1995,4.0,2,-,MERCEDES-BENZ,C 180,Sedan,No,CNG,2,237000 km,Manual,Rear,04-May,Left wheel,Silver
2015,4.0,4,623,KIA,Cerato,Sedan,Yes,Diesel,1.6,40523 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,1080,CHEVROLET,Camaro,Cabriolet,Yes,Petrol,3.6,34481 km,Automatic,Front,04-May,Left wheel,Yellow
2012,4.0,4,531,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,98624 km,Automatic,Front,04-May,Left wheel,Silver
2009,4.0,4,1185,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,126715 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,4,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,53240 km,Automatic,Front,04-May,Left wheel,Grey
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,401021 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,4,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,32000 km,Automatic,Front,04-May,Left wheel,Grey
2009,5.0,8,-,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.5,166400 km,Automatic,Front,04-May,Left wheel,Black
2012,4.0,10,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,89000 km,Variator,Front,04-May,Left wheel,Brown
2000,4.0,2,1363,OPEL,Astra,Sedan,No,Petrol,1.6,0 km,Manual,Front,04-May,Left wheel,White
2012,4.0,6,-,TOYOTA,RAV 4,Jeep,No,Diesel,2.2 Turbo,285000 km,Manual,Front,04-May,Left wheel,White
2017,8.0,12,2690,INFINITI,QX80,Jeep,Yes,Petrol,5.6,54854 km,Automatic,Rear,04-May,Left wheel,Silver
2002,6.0,10,-,BMW,530,Sedan,No,Petrol,3,98000 km,Tiptronic,Rear,04-May,Left wheel,Black
2008,8.0,0,2455,LEXUS,GX 470,Jeep,Yes,Petrol,4.7,218126 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,12,-,MERCEDES-BENZ,C 200 7G-TRONIC,Sedan,Yes,Petrol,2.0 Turbo,66500 km,Tiptronic,Rear,04-May,Left wheel,White
2012,4.0,0,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,259184 km,Automatic,Front,04-May,Left wheel,Silver
2009,4.0,0,-,PEUGEOT,206,Sedan,No,Petrol,1.4,130000 km,Manual,Front,04-May,Left wheel,Silver
2013,6.0,0,917,AUDI,A7,Hatchback,Yes,Petrol,3,301707 km,Automatic,4x4,04-May,Left wheel,Grey
2013,4.0,8,640,FORD,C-MAX SEL,Hatchback,Yes,Hybrid,2,96289 km,Automatic,Front,04-May,Left wheel,White
2000,6.0,6,-,MERCEDES-BENZ,CLK 200,Coupe,Yes,Petrol,2.0 Turbo,0 km,Manual,Rear,02-Mar,Left wheel,Black
2012,4.0,8,-,TOYOTA,Prius,Hatchback,No,Petrol,1.8,160000 km,Variator,Front,04-May,Left wheel,White
2001,6.0,6,-,BMW,X5,Jeep,Yes,Petrol,3.0 Turbo,240000 km,Tiptronic,4x4,04-May,Left wheel,Black
2006,4.0,2,-,HONDA,FIT,Sedan,No,Petrol,1.3,280900 km,Tiptronic,Front,04-May,Right-hand drive,Black
2009,4.0,0,-,FORD,Escape,Jeep,Yes,Hybrid,2.5,230000 km,Variator,4x4,04-May,Left wheel,Sky blue
2015,4.0,4,697,HONDA,Civic,Sedan,Yes,Petrol,1.8,100658 km,Automatic,Front,04-May,Left wheel,Silver
2002,4.0,2,-,MITSUBISHI,Airtrek,Jeep,No,CNG,2,0 km,Tiptronic,4x4,04-May,Left wheel,White
2015,4.0,12,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,127789 km,Automatic,Front,04-May,Left wheel,Grey
2002,6.0,6,-,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.8,175000 km,Manual,Front,04-May,Left wheel,Grey
2015,4.0,4,629,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,112360 km,Automatic,Front,04-May,Left wheel,Silver
2014,6.0,12,777,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,126021 km,Automatic,Rear,04-May,Left wheel,White
1939,4.0,0,-,ROLLS-ROYCE,Phantom,Limousine,Yes,Petrol,2.2,169000 km,Manual,Rear,04-May,Left wheel,White
2009,4.0,4,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,52020 km,Automatic,Front,04-May,Left wheel,White
2011,4.0,4,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2,102000 km,Automatic,Front,04-May,Left wheel,Black
2000,8.0,10,-,MERCEDES-BENZ,CL 500,Coupe,Yes,CNG,5,245000 km,Tiptronic,Rear,02-Mar,Left wheel,Silver
2011,6.0,12,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,186542 km,Automatic,4x4,04-May,Left wheel,White
2012,4.0,4,586,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,158223 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,10,-,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,56000 km,Tiptronic,Front,04-May,Left wheel,Blue
2016,4.0,12,1091,FORD,Fusion,Sedan,Yes,Petrol,2.5,70344 km,Automatic,Front,04-May,Left wheel,White
2008,6.0,12,1750,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,277405 km,Automatic,4x4,04-May,Left wheel,Grey
1996,4.0,0,-,VOLKSWAGEN,Golf,Sedan,No,Petrol,2,0 km,Manual,Front,04-May,Left wheel,Silver
2004,8.0,8,-,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,4,59439 km,Tiptronic,4x4,04-May,Left wheel,Silver
2004,4.0,5,-,SUBARU,Forester L.L.BEAN,Jeep,Yes,CNG,2.5,220000 km,Automatic,4x4,04-May,Left wheel,Green
2009,4.0,8,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,288034 km,Automatic,Front,04-May,Left wheel,Silver
2010,4.0,4,687,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,111897 km,Automatic,Front,04-May,Left wheel,Red
2012,4.0,6,1268,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,128000 km,Automatic,Front,04-May,Right-hand drive,Black
2007,6.0,6,-,BMW,X5,Jeep,Yes,Petrol,3,310000 km,Tiptronic,4x4,04-May,Left wheel,Grey
2012,6.0,12,919,BMW,X5 35d,Jeep,Yes,Diesel,3.0 Turbo,118400 km,Tiptronic,4x4,04-May,Left wheel,Black
2010,4.0,4,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,177719 km,Automatic,Front,04-May,Left wheel,Silver
2002,4.0,2,-,MAZDA,Demio,Hatchback,No,Petrol,1.5,110000 km,Automatic,Front,04-May,Right-hand drive,Silver
2009,4.0,12,746,TOYOTA,Prius prius,Hatchback,No,Hybrid,1.5,185000 km,Variator,Front,04-May,Left wheel,White
2005,6.0,10,-,TOYOTA,4Runner,Jeep,No,Petrol,4.7,18000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2004,4.0,4,-,HONDA,FIT,Hatchback,No,Petrol,1.3,150000 km,Variator,Front,04-May,Right-hand drive,Silver
2012,4.0,12,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,139005 km,Automatic,Front,04-May,Left wheel,Blue
2005,4.0,2,-,NISSAN,Note,Hatchback,No,Petrol,1.5,161000 km,Variator,Front,04-May,Right-hand drive,Silver
2010,4.0,12,761,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,305237 km,Automatic,Front,04-May,Left wheel,Silver
2013,4.0,0,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,169000 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,8,-,CHEVROLET,Cruze,Sedan,No,Petrol,1.4 Turbo,140000 km,Manual,Front,04-May,Left wheel,Carnelian red
2012,4.0,9,642,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0 Turbo,82000 km,Tiptronic,Front,04-May,Left wheel,Silver
2016,4.0,8,690,CHEVROLET,Malibu,Sedan,No,Petrol,1.5,86000 km,Tiptronic,Front,04-May,Left wheel,Silver
2012,6.0,12,1058,TOYOTA,Highlander,Sedan,Yes,Petrol,3.5,285186 km,Automatic,Front,04-May,Left wheel,Grey
2011,4.0,4,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,123593 km,Automatic,Front,04-May,Left wheel,Silver
2013,4.0,0,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,312118 km,Automatic,Front,04-May,Left wheel,Black
2008,6.0,12,1750,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,260053 km,Automatic,4x4,04-May,Left wheel,Silver
2017,4.0,12,481,HONDA,Accord,Sedan,Yes,Hybrid,2,45770 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,4,836,SSANGYONG,Actyon,Jeep,Yes,Diesel,2,68493 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,749,HONDA,Civic,Coupe,Yes,Petrol,2.4,83984 km,Automatic,Front,04-May,Left wheel,Red
2012,4.0,14,642,VOLKSWAGEN,Tiguan,Jeep,Yes,Petrol,2.0 Turbo,48379 km,Tiptronic,4x4,04-May,Left wheel,Purple
2020,4.0,12,1076,HYUNDAI,Elantra,Sedan,Yes,Petrol,2,261 km,Automatic,Front,04-May,Left wheel,Black
2011,4.0,0,862,FORD,Escape,Jeep,Yes,Hybrid,2.5,130306 km,Automatic,4x4,04-May,Left wheel,Green
2011,4.0,4,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2,166850 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,4,833,CHEVROLET,Captiva,Jeep,Yes,Diesel,2,61232 km,Automatic,Front,04-May,Left wheel,White
2002,6.0,8,-,MERCEDES-BENZ,E 240,Sedan,Yes,CNG,2.6,189000 km,Tiptronic,Rear,04-May,Left wheel,Silver
2012,4.0,2,-,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,1000 km,Automatic,Front,04-May,Right-hand drive,White
2015,4.0,12,934,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,151610 km,Automatic,Front,04-May,Left wheel,White
1997,4.0,2,-,OPEL,Vectra b,Sedan,No,CNG,1.6,0 km,Manual,Front,04-May,Left wheel,Green
2012,6.0,12,1058,MERCEDES-BENZ,GLK 350,Jeep,Yes,Petrol,3.5,55290 km,Automatic,Rear,04-May,Left wheel,Black
2020,4.0,4,1076,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,9146 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,12,528,NISSAN,Versa,Hatchback,Yes,Petrol,1.6,219592 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,12,333,FORD,C-MAX,Hatchback,Yes,Hybrid,2,0 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,4,530,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,223849 km,Automatic,Front,04-May,Left wheel,Silver
2015,4.0,4,934,HYUNDAI,H1,Universal,Yes,Diesel,2.5,90660 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,12,765,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2,98775 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,12,1017,LEXUS,NX 200,Jeep,Yes,Petrol,2,14813 km,Automatic,Front,04-May,Left wheel,White
2012,6.0,8,1058,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,65000 km,Automatic,Front,04-May,Left wheel,Golden
2011,4.0,12,-,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0 Turbo,180800 km,Automatic,Front,04-May,Left wheel,Silver
2011,6.0,12,1172,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,101816 km,Automatic,4x4,04-May,Left wheel,Black
2015,8.0,16,1951,MERCEDES-BENZ,S 63 AMG,Sedan,Yes,Petrol,5.5 Turbo,73600 km,Tiptronic,Rear,04-May,Left wheel,Black
2007,8.0,4,-,TOYOTA,Land Cruiser 11,Jeep,Yes,Petrol,4.7,174300 km,Tiptronic,4x4,04-May,Left wheel,Silver
2015,8.0,0,1646,LEXUS,GX 460,Sedan,Yes,Petrol,4.6,129931 km,Automatic,4x4,04-May,Left wheel,Black
1964,4.0,0,-,UAZ,Patriot,Jeep,No,Petrol,2.4,50000 km,Manual,4x4,02-Mar,Left wheel,Green
2009,4.0,8,834,OPEL,Zafira,Minivan,No,Diesel,1.7,187000 km,Manual,Front,04-May,Left wheel,Silver
2016,4.0,4,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,56331 km,Automatic,Front,04-May,Left wheel,Black
2012,4.0,4,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,139000 km,Automatic,Front,04-May,Left wheel,White
2011,4.0,6,-,NISSAN,Juke,Jeep,No,Petrol,1.6 Turbo,112000 km,Tiptronic,4x4,04-May,Left wheel,Black
2011,6.0,12,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,64496 km,Automatic,4x4,04-May,Left wheel,Blue
2017,4.0,4,382,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,6589 km,Automatic,Front,04-May,Left wheel,Green
2015,4.0,10,629,FORD,Fiesta,Sedan,No,Petrol,1.6,93500 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,4,-,FORD,C-MAX,Hatchback,No,Hybrid,2,272000 km,Automatic,Front,04-May,Left wheel,Grey
2015,4.0,12,900,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,122000 km,Tiptronic,Front,04-May,Left wheel,White
2011,4.0,4,769,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,78305 km,Automatic,Front,04-May,Left wheel,White
2018,4.0,12,1079,KIA,Avella,Sedan,Yes,Petrol,2,56288 km,Automatic,Rear,04-May,Left wheel,Silver
2008,8.0,8,-,TOYOTA,Highlander,Jeep,No,Hybrid,3.3,128487 km,Variator,4x4,04-May,Left wheel,Black
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,348486 km,Automatic,Front,04-May,Left wheel,Silver
2012,6.0,12,1058,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,140966 km,Automatic,4x4,04-May,Left wheel,Black
2014,6.0,0,915,BMW,X5,Jeep,Yes,Diesel,3,0 km,Automatic,4x4,04-May,Left wheel,Black
2007,4.0,2,-,HYUNDAI,H1 starixs,Minivan,Yes,Diesel,2.5 Turbo,102000 km,Automatic,Rear,04-May,Left wheel,Black
2010,4.0,12,649,TOYOTA,Prius,Sedan,No,Hybrid,1.5,265000 km,Automatic,Front,04-May,Left wheel,Golden
2014,4.0,6,-,TOYOTA,Land Cruiser Prado,Jeep,No,Diesel,3,90000 km,Manual,4x4,04-May,Left wheel,White
2002,4.0,4,-,SUZUKI,Grand Vitara,Jeep,No,Petrol,2,336000 km,Automatic,Rear,04-May,Left wheel,Black
1995,4.0,0,-,VOLKSWAGEN,Golf 3,Sedan,No,Petrol,1.6,1000 km,Manual,Front,04-May,Left wheel,Silver
2019,8.0,12,-,LAND ROVER,Range Rover Vogue,Jeep,Yes,Diesel,3.0 Turbo,4500 km,Tiptronic,4x4,04-May,Left wheel,Black
2008,4.0,4,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,222061 km,Automatic,Front,04-May,Left wheel,Red
2004,6.0,12,-,BMW,525,Sedan,Yes,CNG,2.5,174000 km,Tiptronic,Rear,04-May,Right-hand drive,Silver
2014,4.0,4,501,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,28000 km,Automatic,Front,04-May,Left wheel,Blue
2012,6.0,12,-,HYUNDAI,Azera,Sedan,Yes,Petrol,3,122000 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,8,697,VOLKSWAGEN,Passat SE,Sedan,Yes,Petrol,1.8,91103 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,12,584,HONDA,Civic,Sedan,Yes,Petrol,1.8,127669 km,Automatic,Front,04-May,Left wheel,Grey
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,26802 km,Automatic,Rear,04-May,Left wheel,Black
2013,6.0,12,1055,MERCEDES-BENZ,E 350,Coupe,Yes,Petrol,3.5,66500 km,Automatic,Rear,02-Mar,Left wheel,Carnelian red
